Brand,RAM,Storage,Processor,ScreenSize,Price
Asus,4,1024,i7,17.0,86777.04
Lenovo,16,1024,i9,13.3,126627.34
Acer,32,1024,i5,13.3,145280.67
HP,32,512,i7,14.0,133701.94
Acer,16,1024,i7,13.3,119166.04
Acer,4,1024,i5,17.0,71058.12
Lenovo,8,512,i5,13.3,63964.78
HP,8,512,i5,13.3,61323.44
Acer,32,1024,i7,15.6,159812.79
Asus,4,512,i3,17.0,42185.3
Asus,8,512,i5,13.3,65491.56
Lenovo,32,512,i7,17.0,137080.97
Asus,16,512,i5,17.0,83955.88
Acer,8,1024,i7,15.6,96410.14
Acer,4,256,i9,14.0,70425.84
Acer,4,512,i7,17.0,69979.73
HP,8,512,i5,15.6,66841.95
Acer,16,1024,i7,13.3,115362.09
Dell,8,1024,i5,13.3,83696.6
Dell,32,512,i5,13.3,121789.44
Asus,4,1024,i7,14.0,88553.47
Acer,16,1024,i3,13.3,90809.6
Lenovo,16,1024,i3,15.6,91313.99
Lenovo,4,256,i3,13.3,36065.13
Asus,32,512,i9,13.3,151154.67
Dell,4,512,i9,15.6,75342.37
Asus,4,256,i7,14.0,54517.56
Acer,16,256,i5,15.6,73392.18
Lenovo,4,256,i5,14.0,40285.09
HP,4,512,i5,13.3,52652.32
HP,4,512,i3,13.3,42539.76
HP,8,512,i7,14.0,75652.88
Dell,8,256,i3,17.0,39246.65
Asus,8,512,i5,14.0,65333.65
Lenovo,4,256,i5,15.6,43729.46
Lenovo,32,512,i3,13.3,113103.09
Lenovo,16,256,i9,15.6,95903.35
HP,8,1024,i3,13.3,69424.81
Asus,16,256,i9,13.3,98951.21
HP,8,256,i7,14.0,63721.36
Asus,16,512,i7,15.6,95029.13
Dell,4,1024,i9,17.0,95357.1
Asus,16,256,i3,14.0,65364.89
Dell,16,512,i7,14.0,98941.91
Lenovo,16,1024,i9,13.3,129920.77
Lenovo,8,512,i5,13.3,64990.31
HP,8,256,i9,14.0,75992.05
Asus,32,512,i9,14.0,147464.35
Lenovo,32,1024,i7,15.6,160575.56
Lenovo,8,1024,i7,15.6,94834.7
HP,32,1024,i3,17.0,131206.5
Acer,8,512,i3,15.6,48809.9
Acer,16,512,i7,14.0,92636.33
Dell,8,512,i9,14.0,87568.23
Lenovo,32,1024,i9,13.3,169799.25
Asus,4,256,i5,13.3,43601.44
Dell,4,1024,i3,17.0,60566.4
HP,4,256,i5,15.6,40811.97
Lenovo,8,1024,i7,14.0,100448.83
HP,32,256,i5,15.6,111306.79
Asus,32,1024,i9,15.6,172299.12
Acer,4,512,i3,17.0,40577.62
HP,8,256,i3,15.6,44420.88
Asus,8,512,i9,13.3,89128.53
Dell,32,1024,i7,14.0,160136.86
HP,16,256,i9,13.3,97429.99
HP,4,1024,i5,14.0,78768.08
HP,32,256,i5,15.6,114041.35
Lenovo,4,512,i5,14.0,56167.93
Dell,16,256,i3,17.0,62840.57
Dell,16,1024,i7,14.0,113111.24
Dell,4,1024,i3,14.0,61521.1
HP,8,512,i7,14.0,80313.34
HP,16,1024,i3,13.3,90576.16
HP,32,1024,i9,15.6,167578.76
Acer,16,256,i3,14.0,62976.64
Lenovo,8,256,i9,14.0,80586.6
Acer,32,256,i3,17.0,99681.18
Asus,16,512,i7,17.0,99250.41
Lenovo,32,1024,i7,14.0,153696.9
Asus,32,1024,i3,15.6,131363.5
Dell,4,1024,i7,14.0,84258.02
HP,4,256,i3,13.3,31035.63
Dell,16,512,i9,13.3,105792.95
HP,32,1024,i7,17.0,153539.29
Dell,4,512,i9,15.6,76056.06
HP,32,256,i9,13.3,140642.59
Lenovo,4,1024,i5,15.6,72690.98
Lenovo,16,512,i3,15.6,73517.86
Dell,8,256,i9,13.3,79664.17
Acer,8,1024,i9,14.0,106594.51
Lenovo,16,512,i3,13.3,68637.01
Dell,4,512,i5,15.6,55689.4
HP,4,256,i3,17.0,29012.3
Dell,16,256,i5,14.0,71410.74
HP,4,256,i5,13.3,43483.88
HP,32,512,i3,15.6,113030.61
Lenovo,16,256,i3,13.3,63694.06
HP,16,512,i3,13.3,72640.68
Lenovo,16,256,i5,14.0,75343.4
Acer,16,512,i9,14.0,109876.59
Dell,16,256,i5,14.0,75761.64
Dell,8,512,i9,14.0,87198.82
Acer,4,512,i3,13.3,41096.63
Acer,32,1024,i9,13.3,172835.18
Lenovo,32,512,i9,17.0,147413.01
HP,4,256,i5,13.3,43363.66
Lenovo,16,1024,i9,17.0,126029.52
Acer,32,512,i9,13.3,147947.23
Asus,8,256,i7,15.6,68215.81
HP,32,512,i7,15.6,140355.47
Acer,8,256,i3,15.6,39824.4
Asus,8,1024,i5,15.6,83365.1
HP,4,256,i7,14.0,52675.91
HP,4,256,i7,13.3,59895.7
Dell,16,256,i5,15.6,74717.51
HP,16,1024,i3,15.6,93950.25
HP,8,256,i5,15.6,56462.01
Acer,8,1024,i3,14.0,71308.46
HP,16,1024,i5,17.0,104023.31
Acer,16,256,i5,17.0,76325.17
Dell,4,256,i3,15.6,34979.33
Acer,8,256,i7,14.0,69255.78
Dell,32,1024,i7,15.6,154952.01
Dell,16,256,i5,13.3,76442.62
HP,32,1024,i7,13.3,153314.37
Lenovo,8,512,i9,15.6,92439.46
Lenovo,4,512,i9,17.0,80507.33
Asus,32,1024,i7,17.0,159966.94
Lenovo,8,512,i5,17.0,67842.32
Asus,4,256,i9,14.0,72197.2
Acer,8,256,i7,17.0,66091.56
HP,32,512,i5,14.0,123398.55
Dell,8,1024,i7,15.6,96417.22
Lenovo,8,1024,i5,17.0,85835.92
Dell,4,512,i7,15.6,64562.76
Asus,32,1024,i7,14.0,159710.33
HP,8,1024,i7,15.6,100343.65
Lenovo,4,1024,i9,13.3,101769.19
Acer,32,1024,i5,13.3,144143.35
Lenovo,8,512,i3,17.0,51253.03
Acer,4,256,i3,17.0,33825.66
HP,32,512,i7,17.0,138528.65
Acer,16,1024,i3,17.0,94374.16
Acer,4,256,i7,13.3,56327.41
Acer,16,256,i3,15.6,61178.49
Lenovo,4,1024,i9,14.0,95915.11
Dell,4,1024,i5,15.6,74012.77
HP,16,512,i7,13.3,95145.84
Lenovo,4,512,i5,13.3,51689.35
HP,4,256,i3,14.0,30894.93
Asus,32,256,i7,17.0,128842.56
Lenovo,4,256,i5,15.6,47715.38
Dell,4,512,i9,15.6,79594.83
Acer,4,256,i7,17.0,52657.96
Dell,16,512,i5,17.0,81163.05
Asus,32,512,i9,13.3,152391.32
Dell,16,512,i9,17.0,107071.65
Asus,8,1024,i5,15.6,83588.98
Acer,16,512,i5,14.0,84453.18
Dell,4,512,i7,13.3,64100.64
Acer,32,512,i3,17.0,112137.42
Acer,32,1024,i7,17.0,155724.9
Acer,8,1024,i7,17.0,99622.6
Lenovo,8,1024,i3,14.0,73050.56
Acer,32,1024,i9,14.0,168477.0
Acer,32,1024,i3,13.3,131048.63
Asus,4,256,i3,14.0,34027.52
Asus,16,512,i9,17.0,106247.25
Lenovo,32,1024,i7,15.6,158090.14
Lenovo,32,1024,i7,14.0,154272.81
Dell,16,512,i5,13.3,84286.78
HP,16,256,i9,17.0,95476.48
HP,4,1024,i3,14.0,65974.08
Asus,16,256,i9,17.0,98708.13
Lenovo,32,512,i9,13.3,145879.42
HP,8,512,i3,15.6,54785.53
HP,32,256,i9,15.6,134737.89
Acer,16,256,i9,15.6,97139.33
Asus,16,1024,i7,15.6,113715.9
Asus,32,1024,i3,14.0,133781.4
HP,32,256,i3,14.0,98974.49
Dell,4,1024,i7,13.3,88785.29
Acer,16,512,i9,13.3,105094.8
Dell,16,512,i9,14.0,111059.46
Acer,32,1024,i5,14.0,145967.5
Acer,16,1024,i5,17.0,102134.04
Asus,32,256,i7,15.6,123415.98
Asus,32,512,i9,13.3,150625.83
Lenovo,8,512,i5,15.6,61102.28
Asus,8,256,i9,15.6,78119.04
Asus,16,1024,i5,13.3,103655.96
Asus,8,512,i5,15.6,65006.42
Lenovo,8,1024,i5,13.3,81885.17
HP,8,1024,i5,14.0,82725.69
HP,4,1024,i7,17.0,88014.92
Dell,32,512,i9,17.0,146780.29
HP,16,1024,i7,14.0,113352.05
Dell,16,512,i9,17.0,106483.75
Lenovo,16,1024,i5,13.3,108727.96
Asus,4,1024,i3,14.0,65346.31
Acer,4,1024,i3,17.0,59333.16
Asus,16,256,i9,14.0,95177.49
Asus,32,256,i9,17.0,142232.46
Asus,32,1024,i7,15.6,156826.69
Dell,32,256,i5,14.0,111537.5
Dell,4,256,i3,17.0,31966.5
Acer,32,1024,i7,14.0,157920.15
Asus,8,512,i9,14.0,85328.07
Acer,4,256,i9,14.0,69438.22
HP,8,256,i5,13.3,52469.22
Acer,8,512,i3,15.6,50133.1
Lenovo,4,512,i9,17.0,80833.36
HP,32,256,i7,17.0,126688.78
Lenovo,4,1024,i5,13.3,74118.2
Acer,8,1024,i3,15.6,69279.11
Dell,16,256,i7,17.0,87000.39
Dell,32,512,i3,17.0,109533.62
Lenovo,32,256,i9,13.3,135237.41
Lenovo,16,256,i5,13.3,76351.45
HP,4,512,i7,15.6,62588.28
Lenovo,8,1024,i7,14.0,97037.51
Acer,8,256,i9,17.0,77711.22
HP,32,256,i5,13.3,117922.01
Asus,4,512,i3,14.0,45173.44
Dell,32,512,i3,15.6,111584.13
HP,4,1024,i7,17.0,87503.34
Acer,8,256,i9,15.6,76658.38
Asus,16,1024,i5,13.3,101473.86
HP,8,512,i7,15.6,74428.7
Dell,32,1024,i7,15.6,156020.29
Lenovo,16,1024,i3,13.3,94013.09
Dell,32,512,i7,17.0,137771.47
HP,8,1024,i3,15.6,75255.2
Acer,16,512,i7,15.6,93408.01
Dell,32,1024,i7,17.0,157977.1
Acer,8,512,i5,17.0,68453.63
Asus,16,256,i7,13.3,84504.79
Asus,32,1024,i7,14.0,156126.39
Lenovo,8,512,i5,13.3,66425.34
Asus,32,512,i9,17.0,144947.17
Dell,16,512,i3,14.0,69692.2
Asus,8,1024,i3,14.0,71264.99
Acer,16,1024,i7,17.0,117778.91
Asus,8,512,i9,17.0,86400.12
Acer,4,256,i9,17.0,68561.38
Dell,8,256,i5,15.6,52692.57
Lenovo,16,256,i7,14.0,89501.48
Dell,16,256,i7,17.0,84557.12
Acer,8,1024,i3,15.6,69336.94
HP,32,256,i9,13.3,135924.21
Asus,32,256,i9,13.3,139546.95
Lenovo,16,1024,i3,17.0,92466.4
Acer,16,512,i9,17.0,108806.72
HP,4,1024,i3,14.0,66538.61
Lenovo,32,1024,i3,15.6,136029.48
Lenovo,8,256,i7,14.0,62805.04
Lenovo,4,512,i3,14.0,41826.87
Asus,32,512,i5,13.3,125936.47
Dell,8,1024,i9,14.0,112903.98
HP,16,256,i3,17.0,64358.91
Dell,32,1024,i3,13.3,132360.47
Dell,32,1024,i5,14.0,144370.45
HP,4,512,i7,17.0,64492.68
Asus,32,256,i5,15.6,117062.38
HP,16,1024,i9,14.0,125933.26
Acer,16,1024,i3,15.6,91991.62
HP,8,256,i7,15.6,68481.58
Lenovo,4,256,i9,13.3,64241.58
HP,8,256,i3,14.0,42145.06
Dell,32,512,i3,17.0,114322.08
HP,4,256,i3,14.0,35104.32
Asus,8,1024,i3,15.6,69126.9
Asus,32,512,i7,15.6,133052.44
Lenovo,8,512,i3,17.0,53886.14
Dell,32,256,i9,17.0,139176.6
Lenovo,8,256,i3,13.3,44569.18
Acer,32,256,i9,17.0,140374.76
Asus,16,1024,i3,17.0,95930.94
Acer,16,1024,i7,15.6,114107.98
Lenovo,4,256,i9,13.3,71953.01
Lenovo,16,1024,i3,14.0,94120.06
Acer,32,256,i9,17.0,141247.15
HP,4,1024,i5,14.0,73141.33
HP,4,1024,i9,13.3,95040.93
Lenovo,16,512,i5,14.0,86958.47
Acer,16,512,i5,13.3,83889.16
Dell,16,512,i3,14.0,68952.87
Lenovo,16,1024,i7,17.0,117896.81
Asus,8,1024,i3,14.0,73620.23
Acer,8,1024,i5,14.0,88489.98
Dell,32,512,i9,17.0,145963.07
Dell,16,512,i3,17.0,70729.79
Lenovo,4,512,i3,13.3,44637.99
HP,32,256,i3,15.6,105771.52
HP,32,1024,i9,15.6,170722.07
Asus,16,256,i3,15.6,62938.58
Acer,32,512,i9,13.3,145297.66
Asus,4,1024,i9,13.3,97493.01
Asus,32,512,i5,15.6,127893.17
HP,4,1024,i3,13.3,61969.79
Acer,8,1024,i3,14.0,70264.5
Dell,16,1024,i9,15.6,124998.51
Acer,8,1024,i9,14.0,109036.59
Dell,8,256,i7,15.6,65393.57
Acer,8,1024,i7,15.6,99554.46
Asus,4,1024,i3,14.0,61398.25
Asus,16,1024,i5,13.3,106026.12
Acer,16,256,i9,13.3,98590.26
HP,8,1024,i5,15.6,81239.14
Lenovo,32,256,i3,17.0,105463.32
Lenovo,32,256,i7,14.0,127825.15
Acer,8,512,i3,13.3,54700.81
HP,4,256,i7,13.3,59377.09
Acer,16,1024,i9,13.3,132332.13
Acer,4,512,i3,13.3,38925.69
HP,16,1024,i5,14.0,101878.23
HP,16,1024,i5,14.0,107630.48
HP,32,512,i5,15.6,123165.68
Lenovo,32,512,i9,15.6,150554.86
Dell,4,256,i7,15.6,56069.19
HP,4,256,i9,15.6,70366.51
HP,16,256,i5,13.3,72844.04
Acer,32,512,i5,15.6,124344.27
Dell,16,256,i9,17.0,99384.47
HP,8,1024,i9,13.3,111535.34
Dell,8,512,i3,17.0,51031.76
HP,8,512,i9,14.0,90643.25
Dell,16,256,i7,17.0,83735.08
HP,8,1024,i3,17.0,70398.98
Acer,16,512,i3,15.6,73978.49
Asus,4,256,i3,17.0,31136.77
Asus,32,512,i3,14.0,115919.41
Lenovo,16,256,i9,13.3,96371.13
Asus,32,1024,i5,13.3,143727.69
HP,8,1024,i5,17.0,84073.37
Lenovo,8,512,i3,13.3,53098.02
Asus,32,512,i5,15.6,123700.69
Dell,8,256,i7,17.0,67625.93
Asus,8,1024,i5,13.3,84122.32
HP,8,512,i7,15.6,73989.11
Lenovo,16,1024,i3,15.6,88962.27
Lenovo,4,512,i7,13.3,69855.73
HP,16,256,i9,17.0,98208.91
Acer,4,256,i3,15.6,29159.27
Acer,16,512,i5,13.3,80836.93
Dell,8,1024,i5,17.0,87081.53
Lenovo,8,1024,i7,13.3,94793.24
Asus,16,256,i5,13.3,71893.63
Acer,16,256,i7,14.0,86942.92
Asus,32,512,i5,14.0,125569.54
Acer,8,512,i9,14.0,84504.28
Lenovo,32,512,i5,13.3,120707.85
Asus,32,512,i3,15.6,108836.52
Acer,4,1024,i9,13.3,95623.0
Lenovo,4,512,i7,14.0,65816.64
Dell,32,512,i5,13.3,122281.95
HP,32,1024,i3,13.3,130983.3
HP,4,256,i5,14.0,44782.35
HP,8,512,i9,15.6,88481.37
Dell,16,1024,i3,15.6,90398.92
Dell,4,1024,i7,14.0,90596.8
Acer,4,256,i9,17.0,71724.48
Lenovo,32,1024,i9,14.0,167164.89
Asus,4,1024,i3,15.6,66101.28
Dell,4,512,i5,17.0,53136.01
Lenovo,16,256,i5,14.0,76419.82
Dell,4,256,i3,15.6,29022.98
HP,16,1024,i9,13.3,130545.56
Asus,16,256,i7,17.0,84521.08
Acer,16,512,i5,14.0,83000.36
Dell,32,1024,i7,13.3,160177.0
Dell,4,256,i5,17.0,45407.46
HP,16,512,i9,15.6,110804.05
Lenovo,4,256,i7,14.0,52470.36
HP,32,512,i3,13.3,112053.17
Asus,8,512,i3,13.3,48754.88
Lenovo,32,256,i7,17.0,123001.74
Acer,32,512,i5,17.0,126557.22
Acer,8,1024,i3,15.6,72274.28
Acer,8,1024,i7,14.0,95411.21
Lenovo,16,512,i5,15.6,81273.2
Dell,8,256,i9,14.0,80187.16
Dell,4,256,i3,15.6,31089.13
Acer,4,512,i3,13.3,44770.64
Lenovo,8,512,i5,17.0,61041.07
Asus,32,256,i3,15.6,103102.09
Lenovo,4,1024,i5,14.0,76972.8
Lenovo,16,1024,i9,17.0,125655.55
Acer,8,1024,i5,17.0,84376.78
Asus,16,1024,i7,17.0,117515.5
Dell,32,512,i5,17.0,128282.88
Asus,8,1024,i7,13.3,96006.83
HP,16,512,i5,13.3,82708.64
Asus,16,1024,i7,17.0,115788.09
Lenovo,4,1024,i9,13.3,95246.84
Asus,4,512,i7,13.3,69585.28
Lenovo,16,256,i5,17.0,74990.04
Asus,4,256,i5,14.0,44364.02
HP,16,256,i7,15.6,87682.24
Lenovo,4,1024,i3,15.6,61988.0
Dell,4,256,i5,14.0,43033.92
Dell,16,1024,i9,17.0,129517.78
Asus,16,1024,i9,15.6,127326.04
Lenovo,16,256,i5,13.3,71259.86
Dell,4,512,i3,14.0,44199.24
HP,16,512,i7,17.0,98108.36
Asus,32,1024,i5,15.6,148437.01
HP,8,1024,i7,15.6,97919.32
HP,4,1024,i5,17.0,74399.9
Dell,8,256,i9,15.6,74242.2
Dell,4,1024,i7,17.0,88646.81
Acer,4,512,i5,13.3,57915.04
Dell,4,256,i7,14.0,52754.26
Acer,4,512,i5,15.6,58128.5
Dell,8,512,i3,17.0,53356.62
Lenovo,8,1024,i7,13.3,99810.11
Asus,4,512,i9,13.3,80654.17
Lenovo,4,1024,i3,15.6,66202.27
HP,32,512,i3,17.0,112168.62
Lenovo,16,256,i5,17.0,76017.34
Dell,8,512,i9,17.0,85359.63
Dell,16,512,i3,14.0,72295.02
Acer,32,256,i9,15.6,138413.41
Lenovo,16,1024,i7,15.6,115482.88
Dell,16,512,i3,15.6,73521.83
Dell,16,512,i9,13.3,107262.16
Asus,4,256,i5,15.6,47416.76
HP,8,512,i5,15.6,67829.61
Asus,32,512,i3,13.3,115449.44
Acer,8,1024,i7,17.0,94802.67
Dell,16,256,i7,17.0,83378.85
Asus,4,512,i3,17.0,41944.4
Asus,4,512,i5,15.6,50980.49
Dell,32,256,i3,14.0,102457.4
HP,32,512,i7,14.0,134214.74
Acer,32,1024,i5,15.6,145635.59
Asus,4,1024,i3,15.6,59252.23
Asus,32,256,i7,15.6,128338.94
HP,8,512,i7,14.0,79224.07
Dell,4,1024,i7,17.0,87156.43
Dell,32,512,i7,17.0,136011.34
Acer,16,512,i5,15.6,84928.61
Acer,4,512,i9,17.0,76571.18
Lenovo,32,256,i5,13.3,115615.74
Lenovo,32,1024,i3,14.0,133983.16
Acer,32,1024,i3,13.3,136933.94
HP,16,1024,i7,13.3,113053.98
Acer,4,512,i5,13.3,51376.08
Dell,16,1024,i3,17.0,92682.09
Dell,16,1024,i3,17.0,93467.17
Dell,16,512,i5,15.6,80992.46
Dell,4,512,i7,14.0,63771.75
Asus,8,512,i5,14.0,66508.42
Asus,32,512,i5,13.3,124556.96
Lenovo,16,256,i7,14.0,85151.55
HP,4,1024,i5,14.0,73461.16
HP,4,1024,i3,14.0,60188.59
Dell,8,256,i5,14.0,56577.71
Acer,8,512,i3,14.0,53096.78
Asus,16,512,i9,17.0,109985.61
HP,32,256,i7,13.3,125087.74
Lenovo,4,512,i5,14.0,51100.3
Asus,4,1024,i3,13.3,63348.59
Acer,8,1024,i9,13.3,112692.37
Asus,32,1024,i3,13.3,130425.97
Asus,16,256,i7,14.0,82714.21
Dell,4,512,i7,13.3,64600.08
Dell,32,256,i7,17.0,128956.61
Lenovo,4,1024,i7,13.3,89993.1
Acer,8,1024,i7,13.3,93881.79
HP,8,256,i3,17.0,44998.58
HP,32,1024,i9,17.0,170311.19
Lenovo,32,512,i9,15.6,145851.82
Acer,4,256,i5,17.0,43091.53
Asus,32,256,i9,17.0,135757.35
Acer,32,1024,i7,15.6,158410.51
Dell,8,512,i7,14.0,77795.89
Acer,32,512,i7,14.0,137297.22
HP,4,256,i5,14.0,44718.34
Acer,8,1024,i7,14.0,96265.43
HP,32,256,i9,17.0,139768.87
Dell,8,1024,i3,13.3,71038.8
Dell,4,256,i7,14.0,60131.9
Lenovo,16,1024,i5,15.6,105898.62
Asus,8,512,i5,13.3,64606.09
Acer,16,512,i5,17.0,82278.72
Acer,32,256,i7,14.0,126283.43
Acer,16,512,i7,14.0,94191.73
Acer,8,512,i5,15.6,68078.98
Asus,4,1024,i5,15.6,70961.31
HP,16,256,i3,17.0,61360.12
Dell,16,512,i7,14.0,100360.04
Dell,16,1024,i3,13.3,91225.14
HP,32,1024,i9,14.0,172423.8
HP,16,512,i5,13.3,87859.84
Lenovo,32,256,i7,13.3,123224.82
Asus,4,256,i9,17.0,65908.95
Lenovo,16,512,i3,13.3,72958.11
Lenovo,16,1024,i3,14.0,94780.93
HP,8,512,i3,14.0,49781.52
Acer,4,512,i5,15.6,53472.68
HP,4,256,i3,14.0,32456.45
Dell,16,256,i7,13.3,90171.29
Dell,16,256,i5,13.3,75447.59
Dell,8,256,i5,14.0,50761.39
Dell,32,256,i5,13.3,115597.24
Dell,8,256,i5,17.0,54017.11
Acer,8,512,i3,17.0,51486.9
Dell,32,1024,i7,14.0,156922.36
HP,32,512,i5,15.6,123243.29
HP,32,256,i5,14.0,118035.66
HP,16,1024,i7,17.0,116780.64
Dell,32,1024,i7,15.6,156805.21
Asus,16,512,i9,17.0,104827.66
Dell,8,512,i9,14.0,87392.53
Acer,8,256,i5,14.0,56428.05
Asus,4,512,i9,15.6,80544.74
Lenovo,32,512,i7,14.0,134460.57
Acer,16,512,i5,15.6,82623.12
Lenovo,16,512,i3,17.0,76347.77
Dell,32,512,i9,17.0,149871.1
Asus,4,512,i9,17.0,80544.75
Lenovo,8,1024,i5,14.0,88007.0
Acer,32,256,i7,17.0,123431.34
Acer,32,256,i9,14.0,141054.79
Asus,16,256,i5,13.3,78055.77
Dell,8,256,i7,13.3,69952.85
Dell,16,512,i5,15.6,86455.81
Asus,4,512,i5,13.3,51091.13
Asus,4,1024,i7,15.6,90272.01
Asus,16,256,i9,13.3,97128.07
Lenovo,16,1024,i9,14.0,126108.46
HP,32,1024,i5,15.6,142096.64
HP,8,1024,i7,13.3,94724.95
Acer,4,256,i5,17.0,44948.42
Asus,16,256,i5,17.0,73171.29
Acer,4,512,i3,15.6,39499.2
Dell,16,1024,i7,15.6,115097.77
Dell,32,256,i7,14.0,126449.12
Dell,32,1024,i3,14.0,132320.12
Asus,32,1024,i9,17.0,167000.51
Dell,32,512,i3,17.0,111568.1
Acer,32,256,i3,17.0,105970.75
Acer,4,512,i7,13.3,65816.87
Dell,4,256,i5,15.6,46121.17
Lenovo,16,512,i3,17.0,69392.46
Acer,4,512,i9,17.0,80684.52
Dell,32,256,i9,15.6,140623.63
Lenovo,32,1024,i7,15.6,160898.98
HP,16,512,i7,14.0,96306.85
Dell,32,256,i7,14.0,123089.06
Dell,16,256,i7,13.3,89254.25
Dell,4,1024,i3,17.0,64269.92
Lenovo,4,512,i3,15.6,46228.45
Asus,4,512,i3,13.3,42650.77
Asus,4,512,i5,14.0,57118.39
Lenovo,32,1024,i9,14.0,170632.03
Lenovo,16,1024,i7,13.3,113659.51
Lenovo,32,256,i9,14.0,136622.81
Lenovo,16,256,i3,13.3,59109.54
Acer,4,1024,i3,15.6,64671.55
HP,4,512,i5,17.0,54928.75
Lenovo,8,1024,i3,13.3,76307.92
Lenovo,4,512,i5,13.3,55429.49
Acer,8,256,i7,13.3,68721.54
HP,8,512,i9,15.6,89002.5
Asus,8,256,i9,14.0,77522.83
Lenovo,4,1024,i9,14.0,102380.41
HP,8,1024,i7,14.0,98061.63
Asus,8,256,i5,13.3,54767.63
Lenovo,16,512,i9,14.0,106821.64
Lenovo,32,512,i3,17.0,111609.37
Asus,32,512,i7,15.6,139125.55
Asus,8,1024,i3,14.0,74141.47
Dell,32,256,i9,13.3,136572.54
HP,4,1024,i3,17.0,60307.03
Lenovo,16,512,i9,15.6,107340.9
Dell,16,512,i5,17.0,87712.26
HP,4,512,i3,15.6,43794.26
Lenovo,32,512,i3,15.6,109921.96
HP,8,512,i9,17.0,90648.91
Asus,16,256,i3,14.0,65182.23
HP,32,1024,i5,13.3,147279.88
Lenovo,8,512,i9,17.0,90857.73
Dell,8,512,i3,15.6,50738.62
Asus,32,256,i5,14.0,111511.5
Acer,8,256,i7,17.0,64320.32
Lenovo,4,512,i3,13.3,46260.98
Dell,8,512,i5,15.6,60533.09
Asus,4,1024,i3,17.0,62726.36
Dell,4,512,i7,17.0,67272.57
Acer,32,512,i3,17.0,110522.6
Dell,8,512,i5,13.3,63076.21
Dell,8,512,i3,14.0,53809.6
Lenovo,32,512,i7,13.3,133134.19
HP,4,512,i5,17.0,54390.31
Lenovo,4,256,i7,15.6,56631.74
Asus,16,1024,i3,17.0,94159.01
Lenovo,16,1024,i7,17.0,118680.38
Asus,4,512,i5,13.3,57391.69
HP,16,256,i3,13.3,65338.38
HP,8,512,i3,13.3,55175.1
Asus,32,1024,i5,15.6,145820.46
HP,16,256,i3,17.0,65348.63
Dell,32,512,i3,15.6,113975.84
Asus,32,1024,i5,17.0,144951.57
Dell,4,512,i9,15.6,77092.45
Acer,8,256,i9,15.6,81034.8
HP,32,256,i7,15.6,124146.67
HP,16,512,i9,17.0,105138.07
Lenovo,32,512,i5,15.6,128325.09
Acer,8,512,i9,15.6,89144.59
Lenovo,4,512,i7,13.3,65719.61
Dell,8,256,i3,17.0,45250.97
Lenovo,16,1024,i5,13.3,100984.58
Dell,8,512,i5,15.6,64950.82
Dell,32,256,i5,17.0,110507.08
Dell,8,256,i5,13.3,55700.62
Acer,16,512,i5,17.0,80645.34
HP,16,512,i7,15.6,97835.93
Asus,32,1024,i9,14.0,165901.74
Acer,16,256,i7,17.0,89338.96
Acer,32,1024,i3,17.0,135139.46
Dell,8,512,i7,14.0,76479.34
HP,8,512,i3,14.0,50683.05
Lenovo,8,512,i9,13.3,86825.04
Dell,8,1024,i9,13.3,112820.65
Asus,8,256,i9,17.0,79164.23
Dell,16,512,i3,14.0,74733.86
Acer,16,512,i3,14.0,70902.06
Acer,8,1024,i5,14.0,88863.15
Acer,4,512,i9,13.3,76095.71
Asus,8,1024,i9,15.6,110017.75
HP,8,512,i9,15.6,91022.08
Acer,16,512,i3,14.0,72574.1
Dell,8,512,i7,17.0,75715.77
Asus,32,1024,i9,14.0,169901.92
Asus,16,512,i5,13.3,82358.78
HP,32,1024,i9,14.0,167987.24
Asus,16,256,i9,14.0,96085.29
Dell,32,1024,i7,17.0,158652.34
Asus,8,512,i3,17.0,49875.63
Dell,16,512,i7,13.3,96348.97
Asus,8,1024,i5,15.6,87377.33
Lenovo,16,256,i5,13.3,77928.74
HP,16,256,i5,17.0,74487.66
Dell,16,256,i9,14.0,96549.55
Dell,16,512,i9,13.3,106713.65
Dell,16,512,i7,14.0,95479.01
HP,4,256,i5,15.6,46779.89
Acer,32,512,i5,15.6,125043.74
Asus,4,256,i5,13.3,42851.48
Asus,16,256,i5,13.3,75533.54
HP,4,256,i3,14.0,35088.43
Acer,8,512,i7,13.3,73540.4
Asus,8,1024,i3,14.0,72729.71
Lenovo,16,512,i9,17.0,106605.06
HP,8,512,i5,14.0,68469.85
HP,16,1024,i3,15.6,93115.89
Acer,8,512,i3,15.6,53102.67
Asus,32,256,i7,17.0,125664.64
Lenovo,32,1024,i7,14.0,159869.63
HP,8,256,i3,13.3,41334.9
Acer,8,1024,i3,14.0,70732.27
Dell,32,256,i7,17.0,128595.44
Asus,4,512,i9,14.0,76678.38
Dell,8,512,i9,15.6,87107.98
Dell,4,256,i5,13.3,47534.52
Dell,32,512,i5,15.6,120607.89
Asus,8,256,i9,13.3,81865.83
Asus,8,512,i3,13.3,50754.51
Dell,16,1024,i3,14.0,91404.18
Acer,16,512,i5,13.3,81568.49
HP,16,1024,i3,17.0,91541.0
Lenovo,8,256,i7,14.0,67004.86
Acer,32,256,i3,17.0,101450.73
HP,16,256,i3,15.6,59312.07
Asus,8,512,i9,14.0,85147.55
Asus,32,256,i7,15.6,130227.56
Asus,4,256,i5,13.3,43912.83
