Temperature,Humidity,WindSpeed,Pressure,Rainfall
37.78,46.58,16.9,990.27,61.72
26.54,97.59,4.41,992.55,80.98
32.69,70.8,7.1,1015.32,51.44
33.48,57.78,25.34,1018.39,60.09
28.21,46.09,9.43,991.26,52.65
36.77,44.7,18.38,992.92,56.75
32.09,49.59,2.73,1014.79,38.37
36.89,85.47,19.72,1012.93,74.26
21.39,92.76,21.11,1004.72,85.87
32.83,57.75,27.13,997.57,77.12
21.83,46.72,22.06,1015.34,49.35
34.42,93.2,14.44,1005.01,76.52
22.53,86.14,28.42,1010.42,87.69
32.89,45.02,19.82,1015.34,54.07
20.01,91.96,18.63,992.73,92.21
29.88,88.33,17.86,995.24,84.28
21.92,97.39,4.77,996.06,79.8
34.09,99.63,22.26,997.84,98.29
29.33,84.82,10.33,1014.01,64.63
25.71,62.69,24.55,1009.81,70.1
28.03,48.56,11.93,995.64,52.97
38.16,96.31,28.63,992.18,97.11
35.39,81.05,6.0,1014.57,61.94
28.66,57.2,10.11,1013.87,52.2
29.85,83.16,2.87,1006.34,61.08
39.35,45.75,24.59,994.42,69.06
22.24,80.67,23.95,1018.58,74.73
24.43,87.12,25.18,993.73,91.95
20.41,79.0,2.37,1012.75,55.47
27.99,87.29,7.49,1018.28,63.09
32.27,88.62,7.69,999.0,75.78
29.35,74.92,24.28,1007.6,75.99
37.06,60.53,7.28,999.03,57.57
36.41,90.13,7.84,1013.99,73.04
37.71,43.46,0.2,999.52,45.96
31.29,62.27,27.52,1016.86,68.62
27.22,69.01,17.58,1004.47,68.0
39.07,73.67,11.73,994.57,68.49
35.69,78.93,28.96,1008.43,83.93
32.52,61.35,15.57,1002.72,64.95
22.29,58.7,15.54,1012.63,60.68
28.85,58.77,16.31,1007.58,59.64
22.27,65.21,4.68,1003.3,51.72
31.65,67.47,29.0,992.8,79.35
37.26,52.23,26.86,1006.6,61.69
23.56,66.28,22.18,993.55,78.02
26.32,49.1,22.67,1010.83,56.96
30.84,78.48,0.27,1011.5,61.07
37.93,87.49,23.06,1002.55,82.91
23.24,98.37,14.0,999.59,88.0
33.6,97.47,27.52,1006.95,90.07
20.16,73.9,13.58,1012.13,68.07
35.64,54.27,15.07,1003.67,60.94
25.38,94.44,4.48,1017.91,65.18
31.16,90.9,9.01,1012.25,70.23
28.41,73.16,13.86,994.59,68.89
39.48,88.36,9.04,1014.4,70.47
23.37,89.05,6.22,1006.6,71.0
30.16,97.85,17.08,1013.84,83.32
36.34,99.69,6.76,994.49,78.19
22.51,77.68,19.27,1002.69,73.83
36.99,87.42,23.28,996.04,90.09
24.56,92.74,13.54,1011.9,73.38
28.34,50.09,27.96,1015.42,60.49
38.47,44.24,12.74,1014.98,40.06
32.26,90.35,2.54,1015.12,62.02
27.29,86.68,1.83,990.55,76.03
38.84,69.51,22.44,999.68,72.14
28.79,82.11,21.35,998.51,82.81
27.04,87.01,27.52,1019.46,81.74
35.94,54.51,7.03,996.87,55.71
30.53,42.64,11.92,993.63,51.72
24.08,42.59,2.5,1009.44,41.47
20.47,74.47,20.77,1008.82,71.73
39.24,41.94,5.61,1012.62,39.82
27.6,55.59,29.85,1007.61,72.65
35.09,68.09,18.16,1006.66,68.49
32.79,59.67,27.7,1005.36,72.98
34.28,50.14,27.99,998.43,66.41
33.63,80.23,6.52,1013.9,65.56
29.02,42.82,17.34,1018.84,50.04
24.27,79.61,8.33,995.15,69.99
25.41,97.82,12.17,990.12,90.11
27.1,67.76,15.84,1010.38,61.92
25.35,73.82,6.22,1017.15,55.7
29.19,56.36,28.21,1016.26,61.08
29.67,55.07,11.76,992.59,64.49
31.53,56.41,10.49,1011.6,51.13
25.08,62.19,20.45,1017.86,56.24
23.3,61.07,28.56,1008.4,72.9
25.42,87.04,27.59,1003.32,86.75
30.84,51.89,10.99,994.53,58.16
23.88,96.35,10.43,1005.72,81.35
25.71,88.81,15.18,1005.52,73.88
39.94,53.49,25.54,1003.76,66.04
34.16,60.11,28.9,990.33,79.92
36.38,95.52,5.7,998.13,77.04
33.85,76.43,5.85,1016.69,59.12
37.6,47.55,22.12,1012.98,54.87
32.52,53.35,23.38,997.08,63.12
36.08,80.71,5.74,1015.16,61.5
30.88,94.07,5.79,1004.43,76.04
22.24,42.73,8.97,994.7,51.71
28.89,76.03,9.99,998.13,69.95
35.25,92.22,9.91,1002.96,81.05
22.29,60.72,11.5,991.44,66.82
30.56,62.08,22.79,1016.41,57.66
33.56,74.48,6.04,1007.8,63.43
30.76,87.87,18.83,1000.14,87.54
37.99,89.88,15.04,1011.61,79.64
31.63,49.23,3.65,1003.82,46.11
36.29,41.15,15.44,1006.61,49.97
21.75,63.29,22.29,1002.32,72.31
21.37,71.34,1.67,996.97,58.86
23.71,41.88,10.53,1011.4,43.96
36.93,70.74,9.12,996.87,67.28
27.92,47.1,17.2,1016.4,46.43
30.76,67.81,0.02,996.01,57.84
39.9,58.7,10.99,1015.03,56.43
28.88,78.05,20.76,1018.65,66.95
34.15,48.34,8.16,993.79,49.61
20.4,83.24,11.63,1013.63,71.78
38.01,99.89,18.24,1001.57,88.01
31.13,57.43,18.94,1009.64,58.31
38.11,93.41,26.98,998.83,90.18
35.13,78.67,28.42,1005.31,86.97
36.79,41.85,4.1,1012.86,33.61
29.83,65.78,3.44,1017.29,44.45
26.4,59.3,29.4,1012.94,64.15
24.78,81.85,19.61,1008.99,73.82
20.74,64.14,25.2,990.0,78.04
23.4,76.85,21.74,1011.88,72.1
36.37,52.39,1.33,1018.7,34.92
36.16,89.9,0.41,998.18,73.88
32.29,96.4,23.55,1004.33,85.75
32.1,78.96,10.65,992.96,76.9
27.58,75.81,0.42,1001.68,61.47
32.03,48.44,0.19,995.51,48.09
35.1,92.9,20.26,1009.7,84.07
24.98,79.52,11.77,1016.93,65.76
38.07,97.38,11.56,1006.64,80.25
37.98,75.83,23.16,1017.77,73.79
34.44,97.69,9.57,1014.77,72.04
32.63,70.64,28.92,1000.51,84.55
33.1,58.1,23.18,990.26,71.0
35.1,75.82,16.72,1003.97,69.32
33.45,41.69,8.85,1010.58,41.08
33.05,47.35,18.48,995.25,57.99
35.4,64.69,20.52,1008.4,63.95
21.94,41.33,6.26,998.46,45.31
31.83,70.89,29.58,997.05,84.37
28.48,43.79,22.05,1016.5,49.59
32.96,41.58,29.69,1000.73,68.26
35.66,65.28,15.26,993.66,64.57
27.07,60.31,20.54,1000.49,64.74
30.32,43.02,6.69,998.01,51.89
39.93,60.68,2.64,1018.34,43.18
32.71,41.56,11.02,1012.72,40.39
27.01,98.87,13.84,995.41,88.4
39.24,57.78,19.82,1018.52,57.03
20.74,49.98,20.16,1008.21,53.24
38.21,65.61,28.91,1013.19,69.48
39.34,53.15,12.26,1017.75,52.02
36.93,51.44,22.89,994.84,64.83
37.48,89.82,2.16,997.13,74.15
38.14,46.66,25.83,994.79,67.53
30.96,65.18,27.31,1004.56,70.86
39.72,99.37,24.58,1002.35,95.12
27.31,97.81,1.05,1009.86,71.59
23.79,56.12,23.2,1002.47,70.78
36.57,60.8,0.3,1001.52,50.3
34.15,63.99,8.81,1010.36,54.06
21.05,91.65,2.79,991.46,79.7
35.14,80.36,17.08,991.87,76.05
35.33,61.0,2.25,994.55,54.89
29.12,67.59,26.05,1019.27,61.78
38.23,95.67,8.01,998.11,84.42
39.96,44.37,22.68,1006.74,60.04
26.31,67.02,28.32,993.9,78.82
30.72,76.66,9.51,991.88,69.21
38.52,40.68,18.56,997.14,59.79
36.92,76.85,20.69,1008.59,69.33
33.32,40.55,8.01,1012.78,37.0
39.18,96.82,24.25,1002.13,90.79
32.69,44.64,17.27,1009.9,48.51
23.63,43.03,8.96,1000.08,47.2
25.46,93.81,23.21,1008.0,83.29
38.55,43.22,12.9,1018.4,45.6
24.76,47.55,29.18,1013.2,58.54
29.81,83.62,25.15,992.07,84.56
26.56,82.87,9.64,1007.42,65.13
37.49,51.82,28.83,1006.43,63.65
31.22,68.89,4.61,1013.47,52.09
25.27,94.73,11.35,1004.01,83.57
39.96,46.54,14.28,1015.46,43.5
34.65,57.22,18.43,1007.42,58.59
28.96,95.04,29.82,1019.71,87.08
20.46,90.13,1.67,997.12,73.71
22.17,88.18,26.82,1007.61,86.5
21.87,72.87,7.14,1004.59,58.76
27.68,45.63,28.81,991.79,72.68
26.47,52.68,3.49,1014.97,42.67
26.48,70.59,18.91,991.06,76.86
22.56,51.7,14.79,1015.13,50.13
26.7,71.71,3.76,1009.76,51.42
21.36,82.43,3.78,1017.11,61.09
35.04,45.87,13.87,1008.49,53.41
38.74,59.79,9.32,1005.0,53.01
38.21,52.93,29.65,990.38,70.97
25.91,92.12,3.52,1006.06,72.59
35.59,63.0,4.28,1008.1,56.0
33.97,90.88,22.11,990.07,87.63
29.78,72.19,15.74,1003.41,65.14
37.36,42.61,7.9,1003.56,48.66
23.67,68.49,28.97,998.15,76.75
35.94,92.67,18.54,1000.69,81.64
26.29,82.19,26.08,992.29,89.6
36.75,95.04,7.63,1002.43,80.44
30.22,96.41,11.04,994.54,85.31
34.8,79.74,24.41,1016.55,76.37
31.25,61.12,9.82,1010.74,52.52
32.72,43.82,2.26,1005.0,43.59
34.24,88.37,21.86,1006.54,86.73
28.88,83.87,23.13,992.27,83.16
33.3,94.52,22.97,1007.95,88.26
27.14,82.0,5.82,1012.06,60.57
31.14,87.26,27.37,1003.83,84.74
37.9,64.87,18.08,992.98,69.58
31.91,74.78,28.61,994.72,85.29
34.16,77.43,10.95,993.13,74.6
20.64,81.05,1.15,1002.19,64.69
37.25,63.17,4.12,995.02,59.49
37.01,67.52,24.82,999.89,71.88
36.42,90.97,27.02,1002.04,93.45
28.77,80.63,8.34,1016.37,65.83
30.67,89.09,8.42,997.16,80.72
31.3,91.65,9.27,995.07,84.65
32.47,87.47,7.16,990.23,73.23
35.64,64.93,16.16,1009.26,65.18
23.01,97.2,26.69,1003.19,91.64
32.77,51.82,0.84,996.66,52.21
22.15,79.94,19.25,1007.3,73.75
21.56,83.8,10.29,1012.82,62.2
37.35,70.76,19.54,1009.56,72.25
38.41,87.85,21.91,993.86,91.44
21.68,61.96,7.39,1000.6,56.61
33.88,82.79,20.67,1013.52,71.64
38.58,75.01,17.86,1003.9,72.6
34.51,71.29,0.86,995.1,60.79
30.92,49.12,6.42,1012.05,45.09
24.66,56.74,26.5,999.24,67.95
20.22,69.69,23.05,1001.02,71.02
23.73,85.6,13.2,997.52,82.2
21.5,74.67,24.55,991.99,79.06
23.85,45.47,28.59,1001.85,67.08
20.79,95.53,1.79,1010.59,66.09
23.89,50.7,22.16,1015.4,57.04
33.46,98.5,4.46,1018.46,68.97
38.35,81.65,1.65,999.52,68.16
24.76,89.08,11.22,1009.78,71.65
24.39,83.68,9.34,1015.2,65.36
37.75,54.08,2.42,1008.46,45.34
21.22,43.55,13.71,1001.38,49.2
34.24,60.12,14.89,1003.79,56.99
34.41,59.84,16.75,992.23,73.18
24.86,50.3,13.94,1000.42,58.95
36.66,69.43,15.62,1008.59,62.23
21.77,60.25,24.03,1000.55,66.41
34.94,44.64,11.64,1011.69,41.86
20.59,77.0,22.68,1007.41,77.56
24.59,41.17,29.0,994.93,62.06
29.42,93.91,12.81,1016.38,75.4
36.04,69.53,15.61,1017.74,58.06
27.08,75.2,0.53,1002.8,60.49
39.53,76.9,12.52,998.46,68.53
34.88,46.76,9.66,1000.17,46.53
27.66,77.9,22.15,1016.92,75.85
21.41,45.4,10.7,995.36,50.08
23.57,65.39,19.5,1003.83,65.73
36.89,59.31,10.36,1002.93,57.74
21.06,85.04,4.03,991.09,78.66
29.13,70.58,14.37,1015.89,63.08
21.03,96.51,20.16,1005.79,88.61
31.76,64.48,10.31,1004.35,63.87
22.88,98.88,12.91,1017.73,78.25
20.12,58.79,5.42,1002.47,54.18
20.96,64.69,11.75,1002.16,58.5
34.29,49.11,10.2,1005.68,49.36
21.59,55.63,3.33,1001.32,51.24
24.51,63.59,19.56,993.96,73.03
27.23,64.03,21.54,995.66,76.93
35.76,54.85,17.8,1010.36,60.61
24.98,91.28,6.62,995.78,78.38
21.85,72.52,18.98,1019.87,64.99
38.55,51.38,23.42,998.25,63.72
24.47,75.03,17.63,1003.72,74.31
36.02,40.85,14.64,1006.31,44.06
32.18,94.95,28.93,1006.87,92.43
26.74,43.78,25.03,997.11,67.43
38.92,65.56,18.7,995.48,69.02
23.27,60.04,25.64,1000.23,75.38
32.11,58.14,1.48,990.51,55.37
31.77,97.87,4.64,992.09,78.34
38.09,98.75,23.63,992.52,100.48
23.96,98.65,9.27,990.58,88.22
21.01,94.16,27.35,1010.81,83.26
20.47,61.85,10.14,993.7,59.01
20.34,52.64,22.36,992.45,71.75
36.61,63.96,28.76,999.71,81.52
20.93,71.44,23.51,1007.46,74.53
39.53,55.87,25.46,1017.82,58.73
28.69,68.86,5.08,993.4,64.47
23.76,50.74,27.2,1001.18,62.27
22.39,85.23,2.15,998.74,64.82
30.91,92.54,25.09,995.14,90.36
25.0,79.32,9.47,996.94,72.82
21.76,84.35,1.87,1004.26,64.37
35.8,90.02,25.99,992.77,95.46
29.58,78.22,22.19,999.47,79.63
27.63,65.38,4.88,998.9,60.51
29.48,63.54,29.05,996.12,82.2
38.1,55.15,1.14,993.31,50.34
21.41,52.06,0.41,997.19,47.78
24.27,99.34,10.3,1005.28,83.1
28.15,74.04,16.77,1004.08,74.48
22.05,89.39,5.24,1006.49,64.81
22.76,93.9,4.31,1019.36,64.44
28.48,71.11,20.6,991.41,79.68
39.14,46.4,18.21,1012.57,46.48
32.49,65.28,6.78,1016.03,50.58
36.12,94.26,16.42,1011.79,74.34
32.39,72.05,14.71,1018.9,60.63
34.43,43.29,13.39,1003.86,51.47
36.28,43.42,25.28,990.07,70.6
24.97,52.44,13.78,1017.28,46.68
36.79,55.1,12.2,1012.82,49.76
39.26,98.03,16.6,1011.73,80.9
35.19,47.65,0.03,992.01,47.15
22.89,89.48,3.4,998.63,74.13
20.19,44.85,26.77,1011.91,53.35
31.76,49.66,20.23,1014.35,52.56
32.18,93.49,8.68,999.51,77.11
25.16,40.67,8.56,1000.83,49.93
29.14,97.56,23.73,1004.39,90.25
31.16,83.23,9.63,1015.09,64.94
35.53,93.81,3.91,998.24,75.66
31.74,69.92,13.74,1012.71,63.62
38.84,69.94,19.29,996.46,78.31
22.6,53.49,4.36,1009.96,42.65
38.39,99.91,26.43,1011.31,93.48
24.5,59.17,13.32,1018.28,49.38
38.74,43.55,2.88,1009.64,42.89
23.3,91.8,11.72,1012.23,76.96
24.11,48.14,26.54,1006.46,59.05
36.85,97.61,20.25,1018.05,77.36
22.18,57.81,8.26,994.07,56.94
23.31,99.03,3.19,1010.83,74.62
37.72,87.42,14.06,1007.07,73.72
20.32,83.6,20.18,1008.49,74.47
37.7,49.72,3.9,998.06,48.43
27.15,80.77,14.04,1005.57,76.33
20.44,95.86,15.83,1009.61,79.11
20.8,85.41,15.83,1001.96,76.41
38.78,52.74,4.72,993.66,51.85
24.77,53.4,14.12,1009.81,57.09
21.99,84.97,0.98,1013.6,57.65
31.17,48.07,29.4,1017.34,63.51
21.18,45.1,11.4,1008.09,46.62
32.06,92.15,14.79,1012.98,72.67
26.92,87.71,27.73,1007.54,90.17
29.55,43.62,9.6,1011.33,46.2
30.04,69.15,24.82,1010.04,73.69
26.75,84.35,7.91,1007.97,67.65
27.96,47.24,2.9,999.91,49.19
31.76,97.48,23.24,1013.96,82.36
38.25,74.13,16.08,998.63,74.22
23.48,87.17,23.84,1014.61,78.45
34.77,61.88,10.36,1019.36,53.33
25.65,59.15,10.79,1009.14,59.23
37.97,77.17,3.41,1004.14,61.71
32.04,65.48,0.79,997.42,59.71
25.35,73.15,10.06,1000.94,62.06
35.09,69.07,27.09,1010.34,75.37
36.83,42.24,4.62,1018.75,33.17
38.11,83.08,0.25,1015.82,56.96
24.63,68.58,28.54,997.33,75.36
27.34,54.99,12.95,1016.76,51.96
23.41,90.47,20.46,1016.8,80.55
24.32,81.77,16.02,1004.48,75.43
33.35,46.41,24.9,1016.54,55.14
26.57,82.42,8.22,990.02,71.5
21.02,43.94,7.23,1017.85,35.02
30.2,84.76,1.58,994.1,69.73
29.2,74.82,4.41,994.84,61.63
24.24,63.18,0.32,1004.21,53.27
25.71,87.26,8.54,993.53,81.72
21.32,73.07,13.85,1007.11,64.19
35.01,83.14,19.68,990.84,88.51
33.24,86.86,3.26,999.59,65.96
38.08,51.92,5.25,1011.5,43.33
28.53,40.73,18.04,994.57,53.64
24.1,60.78,4.46,992.41,62.48
34.67,71.12,24.25,1014.33,70.32
28.01,73.69,9.17,995.45,72.54
36.9,80.22,3.22,1014.1,59.23
38.06,74.94,15.45,993.15,76.68
27.52,41.9,23.36,993.74,65.81
37.37,89.64,5.18,997.07,73.7
31.56,48.34,12.98,1016.4,47.78
30.38,77.03,20.72,1016.64,68.65
39.75,63.3,4.84,1003.94,53.8
30.39,56.56,1.99,999.75,45.69
30.54,81.69,2.89,1015.64,57.28
33.71,76.2,25.39,1019.9,72.98
29.91,68.08,8.52,1014.01,53.27
33.2,61.17,22.49,1011.19,61.67
29.86,57.12,25.65,1000.48,67.59
30.7,87.84,27.89,1011.9,83.15
36.21,71.45,19.34,994.06,78.58
27.9,76.73,0.61,991.28,62.67
27.72,66.96,17.04,1009.97,63.81
22.77,88.09,14.7,1015.74,74.96
23.15,72.62,13.94,1000.93,68.88
38.26,47.66,1.62,1012.63,37.37
29.93,63.16,26.57,1015.4,66.84
26.23,59.02,6.31,1015.32,51.48
31.98,99.65,16.93,992.67,91.31
22.39,79.94,2.31,995.56,67.79
30.7,68.6,21.46,1015.53,63.96
33.08,43.96,13.41,1009.41,48.76
25.01,95.4,26.61,1004.85,95.99
35.23,56.83,6.45,993.9,55.61
24.06,58.44,26.45,1001.89,70.44
27.92,88.6,1.03,1019.65,62.16
24.91,86.36,20.4,1018.01,70.28
22.57,72.1,16.94,998.17,72.5
39.27,93.05,17.38,1016.74,72.6
28.86,96.97,17.49,994.77,87.88
22.86,58.58,17.92,1015.36,60.61
25.58,71.89,19.57,1018.55,60.93
33.92,93.35,25.22,1004.23,89.35
36.93,92.53,5.97,1017.93,66.73
38.22,54.57,28.25,1001.35,70.15
22.56,83.2,28.65,1007.87,80.96
33.24,95.53,6.48,993.22,84.37
27.04,62.97,8.32,995.24,65.92
35.94,55.8,19.44,994.94,64.84
23.15,63.19,12.13,991.48,64.57
22.7,93.45,11.26,1002.98,75.69
39.31,99.52,4.83,1006.66,78.4
30.55,47.34,25.2,1000.76,60.87
28.68,42.22,16.6,999.8,53.3
21.21,94.3,5.93,1016.57,71.29
30.37,66.34,14.29,997.15,72.38
22.51,84.4,8.07,1015.6,62.31
30.01,44.93,5.12,991.59,50.8
34.58,73.99,22.36,1013.1,68.1
32.49,89.02,3.47,1002.05,67.58
32.94,71.18,2.13,1011.94,50.69
36.46,48.06,3.93,1013.74,37.27
33.43,74.67,29.96,997.15,86.87
30.33,49.71,22.85,1012.46,61.31
28.72,65.96,24.18,1004.26,75.79
38.46,56.54,11.08,1008.28,53.75
23.66,96.83,7.05,999.61,80.73
29.41,99.01,6.48,1001.16,76.27
27.41,68.53,14.31,1012.22,63.79
37.71,80.42,4.31,1018.24,55.14
24.51,55.01,17.19,1018.11,54.72
22.49,50.09,23.21,1004.6,64.32
37.52,92.94,13.0,1005.75,83.13
22.49,67.47,25.72,1015.26,64.54
27.21,76.99,18.0,1009.77,68.23
36.2,89.81,10.05,1019.44,66.51
25.4,43.84,22.46,1011.93,52.29
30.46,49.18,10.65,1018.89,41.49
34.71,95.96,6.23,990.16,87.05
25.67,54.98,3.84,997.66,47.31
37.98,71.22,8.18,992.93,66.94
20.24,47.01,5.26,1012.01,43.98
32.37,66.99,23.08,1014.55,65.24
32.55,77.29,7.45,998.93,71.71
39.77,54.71,5.63,1002.86,47.8
35.61,49.57,1.15,999.14,43.79
28.52,43.51,28.29,997.87,62.67
38.1,97.74,10.45,995.48,86.12
20.03,45.09,13.3,1011.01,46.68
32.39,88.15,10.89,1008.84,67.71
28.34,77.58,12.38,993.41,70.91
33.49,89.61,17.81,1008.61,76.88
24.31,61.62,5.6,1012.96,53.66
34.85,47.77,21.79,1019.59,51.81
24.53,63.56,28.97,998.92,81.24
30.76,76.52,28.82,1001.5,82.77
27.53,63.41,4.92,1008.95,50.34
26.38,95.53,6.14,993.72,84.02
29.5,79.97,12.37,1004.92,69.44
32.33,95.99,3.98,996.13,80.14
32.12,40.82,8.9,999.83,44.19
39.34,55.0,11.6,1018.14,51.18
27.88,61.38,2.47,1019.91,46.89
32.71,80.51,1.97,1016.9,54.03
34.0,91.58,0.11,1011.29,69.02
21.07,50.73,12.33,1016.86,50.22
34.29,42.82,6.02,1017.86,35.19
37.2,50.8,11.43,1014.64,45.45
31.82,60.01,25.64,1012.37,61.91
25.02,96.05,20.47,1018.49,75.42
29.74,61.93,24.28,992.87,72.72
33.4,91.75,18.93,1003.88,85.49
20.64,94.65,4.24,1007.87,71.9
31.32,41.6,23.76,993.3,58.3
36.49,74.77,5.98,1005.79,65.22
38.77,85.01,23.27,1013.79,73.11
36.21,91.03,26.1,1019.76,82.38
21.31,99.14,6.09,995.22,81.61
37.79,83.23,12.06,1005.92,68.97
38.05,66.02,18.51,1001.59,68.88
24.81,55.32,8.36,1012.94,52.17
25.68,93.37,9.97,1014.41,73.3
35.53,44.96,14.14,1000.89,49.96
21.81,81.25,14.4,1005.77,69.95
32.38,46.14,24.13,1000.35,58.26
28.08,93.26,18.59,996.62,90.19
26.37,44.93,18.73,1008.09,51.0
33.05,61.12,16.09,1002.6,65.5
31.68,61.29,24.1,1002.7,70.95
39.08,72.11,28.5,1011.46,80.33
22.63,96.01,19.45,1019.93,76.04
28.95,48.59,11.0,1008.1,53.27
39.08,81.15,28.72,1002.45,84.92
28.29,77.25,15.19,1016.44,65.55
27.79,68.88,9.71,1006.83,60.46
22.01,84.94,2.61,993.74,73.66
29.07,95.7,8.11,1008.69,70.7
30.69,69.47,10.08,998.8,69.54
33.68,59.13,13.59,1010.54,53.89
38.63,82.84,0.92,1009.04,61.73
32.37,88.47,27.8,1016.2,83.85
23.25,88.89,13.64,1007.03,70.98
35.42,74.62,6.11,1014.42,55.92
25.67,76.46,10.27,1010.23,61.01
39.41,61.5,19.02,1004.65,62.23
39.46,43.99,13.73,1001.64,47.44
25.72,45.42,28.35,1009.33,56.44
39.46,81.45,3.63,1019.23,55.34
24.79,47.81,27.9,992.47,73.88
38.57,51.48,21.23,1009.14,61.11
27.09,89.17,9.89,1006.87,76.8
29.75,53.94,26.64,995.71,68.23
35.17,84.03,4.07,1002.56,71.8
24.99,86.68,28.51,1018.31,83.66
37.55,72.79,11.03,995.72,68.43
24.51,62.11,0.3,991.9,57.9
23.0,51.7,13.91,1014.42,49.46
22.08,79.97,15.22,1012.55,69.27
37.73,74.61,6.99,1019.2,59.94
39.06,86.4,26.96,991.73,92.66
26.56,78.71,3.62,1017.38,57.44
29.9,44.8,15.1,1008.5,50.05
21.04,48.07,5.13,1013.2,41.29
39.5,77.69,14.03,991.8,72.1
29.53,69.63,26.14,1004.69,78.5
28.76,46.12,5.91,1006.31,44.44
30.0,79.39,2.14,1009.66,60.55
23.5,57.6,8.5,1002.99,50.74
24.2,84.1,20.13,993.48,83.87
34.62,83.47,21.23,998.31,80.01
27.41,67.17,21.9,1012.11,63.76
20.9,71.3,9.43,993.69,69.07
26.69,93.21,2.22,1016.02,60.91
35.43,86.36,29.35,1000.11,89.15
38.84,53.26,5.43,1002.75,54.59
21.37,67.38,8.12,1006.7,53.67
38.54,65.43,23.1,1000.37,67.66
26.99,98.94,14.42,994.36,88.24
33.82,43.93,1.98,996.43,48.57
31.79,81.1,20.32,1000.23,77.73
30.5,95.58,13.98,1003.19,77.24
26.23,68.21,26.42,1000.64,75.36
36.85,74.67,21.81,1011.0,68.26
34.29,85.67,1.44,1008.44,66.15
34.74,85.89,11.6,1008.6,76.5
24.77,54.58,24.16,993.28,65.9
29.54,61.1,23.25,990.68,77.66
32.28,87.36,0.17,1001.11,67.84
36.16,79.52,10.12,1016.91,60.14
22.81,59.7,29.41,1000.46,75.89
37.45,93.19,2.49,997.35,73.85
38.0,79.02,10.12,995.83,72.1
27.7,78.43,0.03,1017.57,48.88
35.46,53.07,19.94,998.64,65.33
25.91,98.25,7.28,1019.41,66.91
28.23,53.54,9.3,1005.27,56.78
37.69,44.46,15.31,1007.0,47.07
35.75,56.73,12.54,1016.0,50.12
32.33,72.0,28.99,1002.84,76.12
38.79,52.13,21.24,1016.43,53.45
26.45,78.92,1.51,995.57,68.11
28.55,44.83,21.84,992.32,66.96
21.0,81.03,12.57,1017.62,66.09
32.02,51.7,11.82,1014.32,44.83
34.62,99.96,0.72,993.81,75.53
27.53,74.45,2.22,999.63,56.87
25.77,85.9,7.0,1011.7,63.58
38.29,80.68,28.24,999.71,87.6
25.46,54.68,17.3,1012.29,58.52
25.31,40.66,4.83,994.8,46.5
25.62,68.47,8.2,1004.49,61.77
30.05,65.05,6.29,998.68,59.17
26.22,82.07,1.06,998.96,60.9
26.38,81.89,28.41,1018.25,76.64
35.3,59.73,21.39,1010.73,64.91
30.49,73.25,2.15,1016.98,51.72
36.99,40.67,16.29,995.0,58.6
23.05,79.98,24.75,1005.04,79.02
32.8,74.03,26.54,1017.83,69.92
23.76,84.39,12.61,992.7,78.11
23.84,87.03,18.84,1014.41,78.31
36.28,99.49,4.14,1015.47,69.12
20.65,67.43,7.03,997.3,58.85
34.46,49.15,22.27,1000.6,57.65
28.09,88.0,13.56,1008.99,70.82
23.74,55.33,19.67,992.51,64.91
23.68,94.91,27.75,1019.0,85.22
32.2,90.81,0.83,997.84,66.35
33.72,84.27,1.38,993.96,73.5
31.01,64.58,29.96,1019.38,64.34
24.93,90.68,29.34,1000.33,96.65
38.27,56.81,14.63,1008.27,57.64
36.62,60.26,26.13,992.81,73.02
37.88,98.71,6.39,1015.62,69.74
28.54,52.17,19.71,1016.28,51.63
38.33,82.41,26.98,1010.15,85.76
33.25,48.12,9.51,999.68,49.15
39.88,84.71,26.31,1006.16,83.99
31.42,88.87,19.57,1009.53,81.65
20.54,53.28,9.57,1011.78,48.89
26.98,72.43,19.87,999.62,78.32
20.84,84.55,12.82,1005.08,69.4
22.5,59.76,2.55,1003.96,47.32
20.93,88.65,4.21,1011.2,70.1
36.48,94.92,21.63,1010.09,79.26
24.18,42.51,17.91,1010.37,49.84
34.95,61.48,21.29,1015.38,64.08
29.48,80.92,11.12,1016.71,59.41
37.97,92.76,13.46,998.82,83.16
21.03,53.62,7.62,993.36,58.47
30.81,52.28,7.85,1006.37,47.06
25.42,62.28,14.89,1016.56,52.17
23.64,76.25,14.8,1008.39,70.38
30.43,54.7,2.1,992.61,57.15
21.35,70.28,22.75,1016.52,71.18
21.8,57.16,25.87,990.01,73.61
22.17,97.25,0.06,990.78,77.14
38.68,64.85,18.49,998.81,67.35
29.55,40.89,17.2,1005.85,51.11
32.56,42.36,1.9,1011.59,35.74
34.22,60.44,3.62,1011.31,44.91
22.61,79.55,2.25,1016.63,57.04
35.9,94.28,23.41,1000.43,93.08
39.97,68.72,17.3,995.3,72.32
34.93,70.7,14.61,990.61,74.91
34.42,61.14,9.93,1015.27,47.52
23.51,69.69,28.86,1002.34,77.02
31.38,65.03,14.37,992.79,73.85
31.3,47.05,28.01,1006.05,64.57
35.8,97.26,24.36,1019.7,84.78
33.46,59.7,1.21,1017.12,43.92
32.46,86.53,2.01,996.46,65.78
20.71,46.72,28.29,1013.17,56.99
28.3,97.1,23.12,1018.52,86.56
20.02,43.79,20.97,996.15,62.09
23.44,66.01,25.22,1011.76,69.61
28.63,80.86,5.96,1000.93,68.52
