Weight,Duration,HeartRate,ExerciseType,Calories
82.13,77.66,103.88,Walking,339.39
77.83,16.94,165.55,Running,186.33
94.05,34.1,165.58,Running,335.5
71.57,88.76,115.3,Running,747.46
84.15,45.73,165.82,Cycling,346.43
82.12,59.64,144.86,Walking,288.76
91.69,75.52,153.6,Cycling,496.15
68.67,70.03,162.77,Running,623.36
94.04,46.6,146.47,Walking,244.01
71.67,45.53,125.66,Cycling,324.54
63.39,50.94,126.27,Walking,234.6
89.58,53.78,112.92,Walking,248.43
98.72,74.13,163.3,Walking,364.33
69.7,49.03,147.41,Walking,252.69
66.89,51.38,141.01,Walking,243.38
91.22,30.42,100.02,Running,276.61
59.69,82.22,154.86,Cycling,559.97
62.37,74.26,160.45,Running,644.58
61.15,28.12,150.46,Cycling,208.23
83.12,23.22,166.14,Cycling,209.68
91.63,40.53,157.63,Running,388.1
91.27,37.82,141.38,Cycling,289.41
98.68,76.19,114.26,Cycling,495.99
66.2,50.33,105.28,Running,436.37
50.78,50.62,156.35,Cycling,367.76
77.09,31.51,151.71,Cycling,252.02
98.27,73.97,148.69,Walking,358.92
58.4,47.3,144.84,Cycling,322.27
51.57,21.06,104.51,Running,198.14
55.63,51.21,124.07,Cycling,358.96
73.66,21.6,165.26,Walking,143.58
88.68,30.88,116.58,Walking,166.08
88.37,89.3,120.59,Cycling,592.48
65.14,55.31,97.14,Cycling,354.38
80.67,24.61,101.31,Cycling,181.2
63.56,87.38,168.77,Walking,399.39
51.3,14.28,111.36,Walking,96.66
67.88,24.93,122.23,Cycling,202.53
51.06,60.88,120.33,Cycling,410.82
89.94,79.24,165.28,Cycling,543.58
73.94,50.48,165.13,Cycling,346.65
87.92,78.34,150.61,Running,692.0
89.29,47.46,155.06,Walking,253.33
62.9,62.43,155.98,Cycling,416.81
81.14,15.7,125.46,Cycling,130.88
79.97,39.9,112.94,Running,361.1
73.09,24.78,165.71,Cycling,211.23
54.25,50.51,168.69,Walking,247.06
60.17,56.33,113.0,Walking,260.95
82.5,36.2,136.64,Cycling,254.7
87.63,65.12,145.51,Running,564.97
96.91,40.18,134.28,Walking,200.43
61.27,75.36,102.75,Running,649.91
51.59,55.28,167.61,Walking,267.26
96.73,44.36,152.34,Walking,222.62
56.94,49.8,151.05,Cycling,351.99
79.7,57.38,90.99,Walking,276.78
83.6,89.41,101.2,Walking,390.63
92.8,76.03,144.08,Cycling,521.3
86.19,76.18,130.39,Cycling,495.06
68.55,61.79,131.68,Walking,306.33
51.8,20.14,119.76,Running,190.27
66.79,48.44,154.6,Walking,251.69
86.53,44.82,127.46,Walking,236.06
62.23,43.08,119.08,Running,385.36
77.67,17.95,128.88,Walking,127.69
81.7,31.5,146.94,Walking,169.62
79.12,10.79,99.33,Walking,94.36
97.67,24.72,103.81,Walking,129.33
71.45,61.15,169.87,Walking,304.87
94.51,22.6,166.2,Walking,162.15
79.13,85.44,155.47,Running,733.74
86.36,84.01,118.16,Walking,372.48
88.64,35.54,101.82,Cycling,237.69
92.23,24.89,149.41,Walking,141.85
76.44,78.99,158.06,Running,691.96
88.04,64.52,142.14,Cycling,429.84
59.67,87.86,143.32,Walking,400.49
75.64,17.99,140.06,Cycling,157.9
60.34,37.14,127.04,Running,350.37
97.16,14.21,107.53,Cycling,117.38
69.67,67.58,155.66,Cycling,473.27
82.1,29.56,147.31,Running,274.24
68.0,76.06,94.13,Cycling,490.04
63.57,12.29,147.18,Walking,99.15
99.23,22.57,168.68,Running,251.83
78.83,55.39,109.03,Cycling,358.98
91.04,28.55,97.43,Walking,155.79
83.13,48.49,132.09,Cycling,342.61
76.16,25.01,134.99,Cycling,211.12
94.56,19.1,156.2,Walking,134.15
50.8,76.05,126.62,Walking,361.97
89.86,71.91,131.49,Running,637.19
79.54,14.1,102.46,Walking,89.65
80.07,10.27,166.33,Walking,84.11
64.04,20.56,144.7,Running,209.41
81.66,19.46,138.07,Running,206.76
76.58,38.33,95.33,Running,352.63
79.42,21.74,155.51,Cycling,181.57
81.09,38.63,107.9,Walking,204.39
89.06,59.38,163.19,Walking,289.21
98.37,36.85,111.28,Running,331.21
98.27,83.96,131.53,Walking,378.69
58.2,43.53,98.41,Cycling,286.22
62.44,48.44,124.94,Walking,242.74
91.03,64.75,107.03,Running,565.0
95.21,30.01,149.59,Running,296.94
97.93,64.64,109.6,Running,569.04
70.36,22.65,159.08,Cycling,196.6
95.26,40.15,96.9,Running,365.39
95.38,59.33,107.69,Running,516.06
90.0,36.79,134.66,Walking,190.26
55.23,46.18,120.73,Walking,233.44
51.74,38.64,134.52,Cycling,281.66
53.06,48.58,161.3,Walking,241.19
67.62,63.49,129.22,Cycling,434.73
57.3,83.28,105.49,Walking,365.11
65.44,78.86,147.71,Running,681.66
52.65,43.49,115.38,Running,390.53
57.03,63.63,155.24,Running,568.06
97.96,53.73,111.51,Cycling,351.18
73.57,36.5,127.64,Walking,187.95
51.61,83.84,141.53,Running,726.54
74.26,81.43,131.38,Walking,370.03
56.32,45.02,114.1,Running,400.31
97.57,53.78,121.66,Walking,246.43
70.21,82.09,91.9,Cycling,540.29
91.15,48.44,154.07,Running,434.48
66.02,81.83,146.83,Cycling,547.07
50.23,34.74,93.19,Cycling,254.33
56.33,47.33,133.74,Cycling,335.12
61.71,27.08,114.43,Walking,160.39
96.41,23.75,124.46,Running,241.8
98.61,32.4,130.87,Walking,171.23
71.65,29.46,138.91,Walking,168.99
94.61,71.09,107.09,Walking,321.53
93.1,27.61,99.66,Cycling,204.25
68.0,47.96,92.72,Walking,230.99
82.09,11.78,149.79,Walking,92.94
85.49,68.79,108.91,Walking,317.13
54.03,61.77,144.01,Running,546.9
70.1,20.72,123.5,Walking,122.65
95.61,25.96,164.73,Cycling,216.05
81.37,59.66,126.92,Walking,290.92
60.18,62.13,164.04,Running,560.01
67.12,69.77,111.22,Cycling,461.51
50.27,40.82,104.86,Walking,202.39
60.31,78.55,98.54,Cycling,502.17
93.83,85.62,167.31,Running,745.75
84.73,35.04,165.63,Walking,191.03
61.26,38.03,164.17,Running,372.82
58.48,40.82,166.24,Running,382.37
93.23,20.03,124.99,Cycling,153.82
98.26,37.3,148.36,Running,350.77
93.6,70.0,126.03,Cycling,456.91
70.76,80.0,130.18,Running,695.2
90.37,65.62,121.64,Cycling,453.45
63.79,77.81,163.73,Running,692.7
53.24,53.29,121.45,Running,467.96
80.18,47.8,112.79,Running,422.63
82.27,66.19,115.34,Running,565.81
51.25,76.66,138.45,Cycling,509.5
52.09,79.71,155.12,Running,699.12
54.91,30.43,151.25,Walking,174.97
84.57,86.15,133.56,Running,751.87
95.98,22.69,121.14,Walking,147.06
52.54,73.84,166.05,Walking,361.85
70.66,12.79,111.6,Cycling,124.02
50.37,50.34,91.34,Walking,240.77
56.41,29.5,148.25,Running,279.96
64.78,51.93,114.35,Walking,239.46
85.43,65.86,150.77,Cycling,442.1
54.05,13.32,159.77,Running,171.25
72.17,71.19,161.75,Cycling,497.13
68.95,46.02,95.71,Cycling,310.48
72.11,59.83,108.72,Walking,284.5
85.28,77.65,121.92,Running,658.5
75.52,32.43,168.78,Cycling,259.96
74.54,12.85,146.58,Running,167.6
62.55,49.15,139.79,Walking,258.2
91.34,81.78,159.36,Running,716.15
56.36,89.22,130.89,Running,754.32
66.54,60.88,148.19,Walking,296.11
52.3,18.1,126.26,Walking,117.24
94.98,36.15,102.22,Running,330.94
86.77,79.91,115.93,Walking,363.83
57.66,42.37,147.05,Walking,228.69
74.61,11.24,161.42,Cycling,133.0
94.88,11.26,124.41,Cycling,108.82
56.5,88.48,128.67,Walking,402.93
67.02,51.22,149.99,Walking,268.29
95.09,46.29,124.98,Cycling,322.36
60.0,67.87,95.76,Cycling,447.64
81.2,16.06,105.79,Walking,115.94
90.13,40.32,157.55,Walking,224.53
71.93,57.24,151.64,Running,510.2
82.98,24.54,92.46,Walking,131.07
59.57,46.07,133.86,Cycling,308.49
85.88,42.12,126.4,Walking,207.14
65.82,35.37,169.15,Running,344.8
64.13,88.51,139.96,Running,755.39
91.38,10.11,136.31,Cycling,114.23
99.58,15.29,135.92,Walking,123.8
51.99,29.48,124.13,Cycling,232.32
98.0,36.44,140.68,Walking,210.02
77.29,83.52,100.77,Cycling,548.58
82.65,31.47,160.82,Running,317.6
51.92,89.87,122.32,Running,755.29
53.08,78.98,162.66,Running,694.67
86.91,71.01,169.94,Walking,329.54
58.54,55.03,140.74,Running,478.38
90.11,39.82,147.9,Cycling,301.59
83.78,67.85,109.64,Walking,324.08
86.82,75.68,149.75,Walking,365.43
64.15,42.91,163.79,Running,406.91
58.99,79.22,108.74,Walking,360.57
90.86,31.22,141.12,Cycling,240.38
86.5,78.31,149.02,Walking,355.87
86.68,49.27,118.54,Walking,233.12
75.58,18.3,109.65,Running,198.68
59.24,45.06,111.69,Running,394.98
95.4,79.96,128.89,Walking,361.88
84.61,75.52,139.81,Cycling,498.4
92.94,74.91,135.98,Cycling,506.96
94.47,21.42,136.97,Walking,139.06
53.64,63.8,139.56,Walking,295.41
85.38,44.41,123.12,Running,398.37
62.57,53.71,146.82,Walking,271.96
73.9,14.3,126.85,Running,163.93
94.04,89.92,118.64,Running,757.56
95.39,66.68,136.47,Cycling,449.94
55.78,76.65,135.95,Running,664.83
84.06,33.77,106.51,Walking,183.71
64.91,40.34,136.98,Cycling,283.41
61.95,80.64,102.15,Walking,361.54
59.01,64.42,166.16,Cycling,442.06
76.12,84.2,105.67,Walking,388.35
66.66,37.58,119.22,Cycling,275.32
63.69,83.96,162.58,Walking,391.17
89.08,19.39,118.16,Walking,113.72
68.75,79.66,107.0,Cycling,523.18
66.02,81.57,110.49,Cycling,528.36
75.34,22.22,127.81,Walking,145.19
76.64,48.16,109.36,Cycling,338.44
59.1,70.52,148.72,Walking,332.57
86.6,58.4,162.56,Walking,291.42
87.57,65.31,154.71,Cycling,436.96
64.86,13.68,158.47,Cycling,123.74
77.03,30.53,136.9,Walking,179.28
83.64,21.04,105.85,Cycling,159.99
74.28,61.71,168.5,Walking,313.56
87.36,59.55,133.75,Cycling,405.79
60.33,38.7,99.33,Cycling,264.6
67.29,86.83,153.47,Cycling,579.23
74.57,43.63,109.72,Running,377.95
51.67,59.97,122.09,Running,534.45
52.04,76.06,134.76,Walking,341.93
68.1,85.46,121.17,Cycling,563.81
83.4,69.08,162.81,Cycling,471.12
82.61,49.56,107.93,Running,430.47
76.36,80.06,117.13,Running,683.69
63.68,32.43,154.73,Walking,173.37
95.95,63.15,144.83,Walking,299.69
92.55,82.9,97.22,Cycling,531.46
95.62,76.81,114.06,Walking,354.64
72.48,72.3,122.89,Cycling,467.37
72.71,50.47,146.52,Walking,265.36
81.22,33.29,113.34,Walking,183.1
73.66,66.36,145.77,Cycling,455.93
54.02,45.96,100.09,Running,396.54
85.76,32.16,108.69,Walking,157.2
56.54,54.77,97.1,Cycling,368.5
64.86,40.12,122.45,Running,355.18
58.23,50.42,155.88,Running,460.71
53.88,78.36,109.65,Cycling,500.9
77.45,11.38,102.52,Walking,92.87
97.49,33.69,100.36,Running,314.3
96.53,66.46,106.28,Running,582.84
88.05,18.42,133.69,Walking,124.08
62.24,61.38,146.91,Cycling,405.98
87.5,13.79,138.54,Cycling,142.23
90.96,25.63,137.99,Walking,166.72
67.86,47.71,97.07,Cycling,315.19
83.65,48.9,167.99,Running,455.72
63.04,42.32,153.97,Cycling,295.94
67.31,15.92,141.49,Cycling,145.64
66.11,82.32,124.13,Cycling,532.8
87.27,33.07,123.2,Running,300.13
89.05,39.67,160.69,Walking,203.48
63.98,46.05,102.26,Running,413.84
94.97,20.36,136.53,Cycling,181.4
66.33,33.31,110.8,Running,320.83
63.65,54.89,102.81,Running,489.23
65.18,68.22,139.21,Cycling,470.24
62.57,80.14,97.45,Cycling,529.47
76.44,11.63,164.61,Running,151.56
89.98,59.38,119.07,Cycling,399.33
93.97,37.9,107.99,Running,346.89
76.84,85.29,108.03,Running,724.68
50.77,32.91,165.24,Running,318.78
60.78,29.49,94.56,Running,271.97
86.12,44.37,108.8,Running,389.31
59.52,32.4,130.32,Cycling,241.4
88.51,63.11,107.83,Walking,281.93
73.83,60.04,101.07,Walking,287.55
64.95,48.38,94.15,Walking,222.81
87.92,56.94,148.59,Walking,280.55
64.5,71.35,103.39,Running,609.19
56.67,15.97,112.52,Walking,102.38
99.67,76.44,110.97,Walking,343.62
71.88,68.64,95.17,Walking,306.75
70.63,82.43,120.28,Running,693.93
74.73,58.66,127.68,Running,500.09
91.77,19.62,138.06,Cycling,183.28
88.24,75.31,106.9,Cycling,498.02
89.56,19.61,161.64,Walking,139.48
55.01,78.27,129.59,Cycling,524.44
55.73,44.87,139.18,Running,413.1
72.17,69.07,91.05,Walking,315.79
82.25,68.32,112.31,Running,585.05
69.26,72.58,108.99,Walking,339.69
81.54,64.11,96.15,Running,535.65
87.6,44.52,148.35,Cycling,312.32
98.12,71.21,106.13,Walking,339.25
86.99,29.49,156.8,Cycling,235.55
62.72,82.39,122.99,Running,689.16
56.42,50.71,168.92,Running,455.63
89.03,26.06,161.15,Cycling,206.99
91.54,63.59,91.48,Walking,278.98
56.97,39.0,94.87,Walking,196.62
69.97,52.14,164.16,Running,476.8
89.96,84.9,140.31,Cycling,550.61
55.4,75.13,104.13,Cycling,500.07
50.32,33.93,151.15,Cycling,241.02
89.2,53.67,98.58,Walking,238.51
99.9,14.98,119.89,Walking,91.11
59.95,32.84,99.79,Walking,157.11
58.79,85.71,161.67,Running,747.88
85.12,84.01,127.07,Running,710.61
89.06,78.85,118.07,Walking,358.65
75.06,13.46,92.41,Cycling,104.69
70.63,10.03,143.68,Walking,97.24
84.46,86.48,102.42,Running,725.38
73.0,63.77,104.73,Walking,280.82
90.49,82.51,146.24,Walking,392.24
91.8,24.96,157.36,Running,266.27
77.37,72.38,115.27,Cycling,469.12
55.19,49.43,131.12,Running,431.02
51.46,35.01,118.59,Walking,168.98
75.53,66.1,168.28,Running,600.92
91.7,39.27,112.86,Walking,205.58
64.19,81.45,109.95,Walking,364.69
63.19,87.68,134.81,Cycling,582.9
71.01,59.26,118.32,Cycling,408.58
58.42,52.59,118.65,Walking,265.95
65.29,68.3,158.41,Cycling,450.61
66.4,16.3,153.69,Cycling,161.55
74.51,49.81,100.01,Walking,248.83
83.67,48.91,95.57,Running,415.61
73.25,61.26,103.3,Running,526.14
84.07,87.96,162.58,Cycling,570.01
81.52,66.84,166.73,Running,594.36
53.52,11.45,121.28,Walking,83.01
63.74,76.82,98.31,Walking,345.78
51.18,74.26,158.84,Cycling,488.5
97.46,87.44,128.26,Walking,401.18
72.18,42.18,109.08,Cycling,293.44
62.1,16.36,163.28,Walking,133.06
74.68,59.29,160.46,Cycling,426.1
77.28,49.39,165.83,Running,457.82
81.51,38.51,135.49,Walking,217.36
75.09,39.06,104.55,Running,363.75
82.39,89.87,93.23,Cycling,587.62
50.16,60.93,114.54,Running,537.16
92.0,72.89,144.7,Cycling,494.23
74.72,29.04,145.81,Cycling,211.79
83.81,67.65,138.52,Walking,312.21
56.59,88.11,135.46,Cycling,571.26
54.61,65.25,109.89,Cycling,442.1
57.75,30.24,159.22,Walking,181.9
67.42,21.62,100.73,Cycling,176.34
60.19,43.53,113.82,Cycling,301.63
63.46,85.58,96.46,Cycling,549.36
91.79,75.99,139.51,Cycling,496.03
93.66,82.51,94.21,Running,710.18
79.99,58.7,105.77,Walking,265.6
91.62,71.48,111.51,Walking,318.15
70.95,71.58,142.6,Running,608.09
91.45,17.29,130.43,Cycling,139.16
75.27,87.83,129.24,Cycling,564.89
81.93,58.12,137.03,Running,505.16
68.15,70.63,154.08,Running,609.72
90.05,23.31,108.46,Cycling,180.31
97.18,80.85,167.98,Walking,380.94
80.62,32.91,151.78,Running,317.91
99.54,74.5,144.99,Running,656.31
58.69,81.59,115.91,Running,690.98
97.95,29.63,141.59,Running,294.1
58.83,19.07,130.2,Running,207.56
91.86,78.79,143.61,Walking,364.44
83.37,45.45,113.89,Cycling,318.28
55.57,60.26,104.19,Cycling,392.19
63.08,63.86,137.91,Walking,315.52
55.24,33.62,155.73,Running,325.94
94.49,50.06,131.97,Running,450.91
95.09,76.06,164.16,Cycling,500.14
88.39,83.57,102.57,Running,713.64
69.39,17.78,92.72,Walking,116.79
94.3,88.7,168.43,Walking,400.84
70.92,79.21,139.49,Running,695.96
62.57,69.93,134.25,Walking,323.29
89.03,74.22,167.81,Walking,368.48
78.13,32.38,152.34,Cycling,241.1
82.2,51.6,167.0,Cycling,371.63
71.22,17.97,110.64,Walking,115.33
54.92,56.47,151.07,Walking,280.83
94.07,18.44,113.33,Walking,107.49
59.46,23.76,128.97,Cycling,201.77
95.31,26.12,153.87,Walking,168.36
89.22,19.21,121.31,Walking,134.42
60.64,76.87,151.34,Cycling,522.3
82.06,65.92,162.58,Cycling,464.04
70.63,29.79,91.17,Running,259.18
95.26,72.27,105.88,Running,634.29
84.77,80.28,146.62,Walking,374.74
90.84,84.93,160.12,Walking,399.63
59.17,53.33,137.4,Running,469.32
71.96,85.42,104.04,Running,707.05
69.58,74.98,94.68,Walking,345.26
69.03,64.78,100.74,Cycling,436.33
76.07,25.6,102.76,Walking,145.31
67.89,16.13,160.26,Cycling,139.07
94.2,68.97,128.18,Cycling,449.3
93.74,11.2,140.65,Running,152.97
71.49,14.31,137.23,Walking,96.48
58.98,42.78,98.75,Cycling,292.75
95.8,76.57,120.15,Cycling,507.66
97.96,21.0,104.37,Walking,113.82
94.65,24.53,119.9,Running,234.97
82.88,14.17,101.51,Running,147.83
97.05,56.03,112.88,Running,505.48
50.74,28.26,141.34,Running,264.39
92.83,22.12,114.01,Cycling,173.87
93.15,76.85,139.35,Walking,350.55
87.23,77.82,155.58,Running,672.07
87.79,10.55,97.26,Walking,77.06
50.08,49.09,162.46,Walking,238.98
90.49,34.91,155.94,Running,324.32
75.31,44.55,125.07,Walking,229.7
69.55,72.51,112.76,Cycling,478.47
59.64,80.75,158.08,Running,695.85
70.54,29.36,98.7,Running,259.28
76.13,87.62,96.89,Cycling,566.85
80.42,86.01,103.68,Running,727.08
88.98,83.63,118.59,Walking,376.82
68.2,76.19,114.97,Walking,344.05
61.15,54.47,102.77,Walking,248.03
84.01,72.17,95.75,Running,608.02
93.75,87.98,92.01,Running,725.97
93.27,10.79,136.52,Running,136.21
99.44,43.51,146.05,Running,410.0
65.79,48.5,131.4,Walking,240.28
96.76,66.44,108.81,Cycling,431.8
79.32,50.5,112.68,Cycling,346.75
66.4,51.82,122.97,Walking,253.63
82.92,30.17,130.25,Running,295.17
96.25,46.49,138.82,Walking,248.73
67.08,26.8,97.91,Walking,141.99
53.04,67.5,140.11,Walking,306.52
96.36,63.02,132.02,Walking,309.81
66.84,71.58,97.47,Walking,324.63
88.08,85.91,131.34,Cycling,558.03
80.81,18.86,127.23,Walking,129.36
71.89,50.65,128.82,Cycling,342.66
70.59,88.02,157.66,Walking,414.98
67.62,63.54,166.99,Cycling,424.65
79.09,61.49,104.09,Walking,270.59
59.7,39.0,103.47,Walking,199.42
71.97,40.51,100.96,Cycling,281.65
90.49,28.55,129.86,Cycling,213.19
63.68,21.18,150.82,Cycling,165.3
53.03,15.29,133.45,Cycling,145.66
63.75,22.47,127.94,Walking,131.52
55.89,25.36,134.88,Cycling,198.14
99.37,40.26,104.76,Cycling,275.62
77.27,45.18,109.16,Walking,217.29
53.17,50.33,145.28,Cycling,355.36
90.49,33.29,149.4,Running,321.47
81.45,37.98,122.2,Walking,182.18
86.49,40.33,109.43,Running,365.33
60.08,27.19,95.79,Walking,136.09
90.02,66.19,94.53,Walking,313.5
81.51,80.44,140.26,Cycling,546.53
68.46,50.63,148.33,Cycling,351.63
53.79,19.42,113.19,Walking,126.01
55.0,85.53,131.74,Cycling,567.0
80.44,61.15,153.84,Cycling,430.25
90.41,27.27,115.19,Walking,152.94
61.23,22.96,163.95,Cycling,204.04
64.23,56.56,109.18,Running,479.2
63.56,68.02,141.09,Running,594.21
51.07,72.36,136.94,Running,614.04
70.45,27.18,109.89,Cycling,208.62
95.83,44.35,133.38,Cycling,313.33
50.19,26.62,161.12,Walking,155.32
50.61,16.31,138.68,Cycling,131.24
94.37,47.26,117.83,Cycling,315.55
65.22,49.13,95.44,Running,441.73
79.31,61.97,114.52,Walking,302.85
92.23,50.44,105.51,Walking,238.04
81.91,34.34,159.68,Walking,197.03
67.94,77.57,117.38,Running,669.32
57.67,39.48,151.43,Walking,214.72
79.26,71.36,166.58,Cycling,496.65
66.33,81.82,91.92,Cycling,537.75
60.67,16.65,113.25,Running,167.12
57.99,58.68,149.65,Cycling,400.03
76.07,21.78,157.89,Cycling,174.13
67.79,42.32,100.86,Walking,201.87
87.23,69.48,147.81,Running,622.88
91.29,78.49,115.83,Walking,369.47
98.83,88.72,115.64,Walking,393.04
87.15,13.22,123.67,Walking,90.52
65.24,17.86,94.3,Running,188.1
92.65,13.59,92.4,Running,157.88
78.25,44.21,147.34,Walking,220.16
73.23,49.26,100.59,Running,443.9
77.9,67.55,117.66,Walking,305.59
77.59,34.72,138.93,Running,335.66
75.28,78.08,129.22,Walking,373.4
85.6,69.33,149.55,Cycling,481.38
98.24,52.96,103.64,Running,479.52
94.1,34.45,155.05,Walking,207.61
58.22,61.83,125.18,Walking,278.48
83.51,59.58,130.69,Walking,286.68
53.56,40.85,131.26,Walking,218.8
90.24,34.86,145.68,Cycling,256.1
61.66,62.09,100.44,Running,541.13
90.48,64.18,154.78,Running,565.83
97.49,53.48,135.89,Running,490.08
93.13,15.08,147.1,Running,182.9
50.44,19.32,110.67,Running,181.34
76.05,15.42,90.58,Walking,87.6
80.25,21.01,121.04,Cycling,160.5
60.23,11.54,166.72,Cycling,134.29
78.39,56.01,165.22,Cycling,383.42
69.25,33.42,107.44,Running,300.07
55.44,49.26,90.02,Cycling,332.99
75.09,31.65,163.62,Walking,170.78
87.02,81.68,107.24,Running,702.04
88.74,80.38,138.87,Cycling,522.18
87.7,44.01,155.4,Cycling,323.06
71.33,68.32,167.54,Cycling,454.18
62.86,43.79,149.54,Walking,240.44
99.28,67.93,105.79,Cycling,448.64
88.07,83.12,135.69,Cycling,550.63
78.02,76.72,157.74,Running,664.1
54.55,14.06,136.36,Walking,93.65
95.01,28.52,136.41,Cycling,226.55
70.46,13.96,139.51,Walking,112.75
89.87,40.44,119.55,Walking,205.37
93.11,34.16,129.16,Running,307.53
88.87,81.8,104.79,Cycling,528.31
95.7,16.98,115.42,Running,192.28
75.34,50.05,158.84,Running,446.33
87.2,53.78,126.48,Cycling,358.57
53.59,22.75,103.96,Walking,141.83
86.87,55.46,111.93,Running,498.43
50.0,78.72,167.95,Walking,364.02
55.38,75.12,98.18,Cycling,481.58
76.43,68.29,149.87,Running,601.89
59.0,64.42,108.07,Cycling,415.11
76.75,16.61,164.5,Cycling,156.37
99.18,87.76,102.41,Running,729.74
62.57,65.07,125.27,Cycling,438.1
71.6,54.25,153.59,Walking,278.55
85.73,68.47,141.1,Walking,319.5
85.26,68.09,115.97,Walking,302.19
64.89,73.3,113.67,Running,638.21
85.87,10.12,153.7,Cycling,124.45
67.8,14.2,110.43,Cycling,134.19
71.39,77.0,114.45,Running,666.31
64.38,85.59,163.63,Walking,389.73
79.82,54.17,108.94,Cycling,350.92
50.53,83.08,166.28,Walking,391.88
98.71,11.76,115.77,Running,151.17
71.05,67.89,103.29,Cycling,431.64
74.7,56.31,164.2,Running,517.71
83.92,32.85,120.52,Running,307.73
55.3,77.74,156.55,Cycling,517.25
59.09,14.79,128.3,Cycling,136.67
72.34,15.48,123.85,Cycling,135.31
60.18,50.15,126.41,Running,430.83
67.08,83.65,146.94,Running,731.57
59.73,64.6,98.79,Cycling,416.73
69.16,79.31,156.79,Cycling,538.85
83.7,20.16,93.66,Running,208.08
63.43,71.01,158.61,Walking,337.31
93.23,73.62,116.54,Running,623.01
91.58,42.66,117.28,Walking,206.65
84.61,56.54,124.69,Cycling,395.46
66.74,79.7,121.38,Walking,372.87
67.04,19.7,150.0,Walking,133.77
75.33,36.2,140.86,Running,346.41
93.13,42.13,104.8,Running,381.09
87.61,16.55,160.55,Walking,124.13
92.89,67.7,166.93,Running,615.86
57.04,35.38,127.64,Walking,193.38
78.74,21.0,90.81,Cycling,149.91
91.58,63.24,137.51,Walking,310.42
79.61,13.78,152.68,Cycling,121.45
55.67,36.11,118.96,Running,339.48
99.11,27.34,97.53,Running,268.05
68.3,15.08,117.05,Running,153.03
63.74,73.16,112.83,Walking,340.06
67.71,11.21,145.89,Running,141.46
80.15,13.01,143.45,Running,149.45
65.15,50.37,147.83,Running,447.47
95.45,40.55,115.62,Running,359.53
60.4,31.94,122.45,Walking,176.75
96.57,22.99,97.86,Running,225.48
86.27,88.09,92.99,Walking,375.75
69.54,54.75,98.9,Running,471.31
55.41,85.94,145.47,Cycling,576.91
85.74,13.83,160.63,Walking,125.17
92.72,79.68,105.7,Cycling,532.43
56.38,13.51,140.87,Running,145.15
53.0,61.69,106.52,Walking,294.6
54.12,15.73,114.3,Running,151.21
66.52,53.0,120.09,Running,471.27
63.77,43.48,140.53,Walking,223.07
72.4,80.07,128.33,Walking,380.92
67.26,78.96,125.74,Cycling,520.13
94.21,24.62,103.13,Running,239.03
62.04,45.98,138.02,Running,406.19
85.43,87.19,155.64,Walking,414.36
74.78,45.6,153.84,Cycling,320.31
99.38,54.88,113.46,Running,477.46
60.54,77.63,148.17,Running,681.5
80.45,32.18,98.45,Running,291.6
99.74,12.82,110.18,Walking,100.58
63.94,59.06,109.36,Running,504.86
66.35,26.64,144.95,Walking,165.21
93.55,69.97,157.85,Walking,326.16
68.49,23.99,164.96,Cycling,185.55
81.73,20.9,155.26,Walking,127.87
79.82,21.59,132.09,Running,206.75
59.95,50.87,116.06,Walking,240.73
91.31,20.29,126.58,Walking,139.46
79.23,83.17,146.08,Walking,380.0
99.03,64.93,146.33,Walking,312.74
50.55,84.29,148.77,Running,727.41
57.28,57.61,128.11,Running,511.91
66.3,34.84,123.3,Running,327.49
52.74,82.61,113.24,Running,690.61
95.04,40.26,121.49,Running,375.72
93.17,79.42,121.27,Running,681.36
56.18,18.62,156.0,Cycling,172.58
61.58,63.49,136.95,Running,567.78
73.24,49.49,120.16,Cycling,353.29
91.72,23.39,100.43,Cycling,179.04
79.92,61.94,148.38,Running,536.14
61.39,61.82,99.97,Cycling,405.87
98.66,64.41,162.42,Running,581.54
70.81,34.86,149.33,Running,322.65
85.54,70.59,154.74,Cycling,485.36
66.27,68.8,141.31,Running,587.33
67.81,77.48,102.19,Running,651.45
81.7,71.82,121.89,Cycling,468.74
62.1,86.79,96.43,Cycling,545.46
89.21,21.17,135.17,Cycling,181.0
60.41,47.38,115.68,Cycling,326.81
54.41,62.56,135.39,Running,543.5
52.24,39.47,152.68,Cycling,289.95
69.82,72.43,110.54,Walking,336.53
81.2,17.86,120.4,Running,185.62
98.6,45.11,163.77,Running,423.64
93.69,60.55,124.88,Walking,303.82
78.22,66.91,147.77,Walking,312.52
61.77,71.96,105.58,Cycling,482.7
95.37,25.63,140.2,Running,267.54
56.02,24.41,119.91,Running,245.35
80.63,33.24,107.99,Walking,162.16
79.6,79.86,136.81,Cycling,522.12
87.75,74.24,130.01,Cycling,507.91
87.55,87.05,129.96,Cycling,577.28
75.19,14.18,163.58,Running,161.68
50.06,35.36,134.92,Cycling,267.21
94.41,87.07,146.83,Running,746.5
59.71,42.74,130.74,Running,383.95
69.44,12.64,137.14,Walking,89.44
75.28,82.13,126.56,Walking,383.07
69.88,19.81,114.47,Running,193.28
53.31,29.68,133.61,Cycling,228.26
54.86,41.5,107.54,Cycling,278.65
67.05,61.56,93.22,Walking,286.48
71.53,34.78,102.29,Running,313.46
86.25,39.18,148.56,Running,380.66
